Rank,Name,City,State,Public/Private,Undergraduate Population,Student Population,Net Price,Average Grant Aid,Total Annual Cost,Alumni Salary,Acceptance Rate,SAT Lower,SAT Upper,ACT Lower,ACT Upper,Website
331.0,Knox College,Galesburg,IL,Private,1356.0,1376.0,22998.0,29331.0,56554.0,95400.0,72.0,,,,,www.knox.edu
332.0,Master's University,Santa Clarita,CA,Private,1551.0,1946.0,26292.0,18498.0,47766.0,86600.0,66.0,1030.0,1240.0,20.0,23.0,www.masters.edu
333.0,SUNY Maritime College,Throggs Neck,NY,Public,1778.0,1794.0,18413.0,7134.0,34958.0,140700.0,69.0,1100.0,1253.0,22.0,26.0,www.sunymaritime.edu
334.0,"University of Wisconsin, La Crosse",La Crosse,WI,Public,10480.0,10548.0,14424.0,2975.0,26055.0,88300.0,73.0,,,22.0,26.0,www.uwlax.edu
335.0,"California State University, Chico",Chico,CA,Public,17732.0,17875.0,14703.0,8615.0,36300.0,105100.0,68.0,990.0,1170.0,19.0,25.0,www.csuchico.edu
336.0,"University of North Carolina, Wilmington",Wilmington,NC,Public,16060.0,16487.0,18093.0,5471.0,38678.0,80500.0,67.0,1185.0,1310.0,23.0,27.0,uncw.edu
337.0,Rochester Institute of Technology,Rochester,NY,Private,15217.0,16584.0,30187.0,21055.0,54714.0,106600.0,57.0,1190.0,1380.0,26.0,32.0,www.rit.edu
338.0,Wagner College,Staten Island,NY,Private,1858.0,2271.0,30106.0,26903.0,62203.0,105900.0,70.0,,,,,wagner.edu
339.0,Hendrix College,Conway,AR,Private,1249.0,1354.0,20695.0,35974.0,60096.0,90300.0,80.0,1100.0,1410.0,24.0,31.0,www.hendrix.edu
340.0,Illinois State University,Normal,IL,Public,20115.0,20784.0,21345.0,9124.0,40036.0,95000.0,89.0,,,21.0,26.0,www.illinoisstate.edu
341.0,Ramapo College of New Jersey,Mahwah,NJ,Public,6120.0,6466.0,21316.0,11907.0,39973.0,95200.0,57.0,1050.0,1230.0,21.0,26.0,https://www.ramapo.edu
342.0,Westminster College (UT),Salt Lake City,UT,Private,2422.0,2570.0,21109.0,20070.0,47784.0,92200.0,93.0,1060.0,1267.0,21.0,28.0,https://www.westminstercollege.edu
343.0,Mills College,Oakland,CA,Private,869.0,1310.0,24558.0,35560.0,63767.0,91200.0,87.0,,,,,www.mills.edu
344.0,Luther College,Decorah,IA,Private,2053.0,2214.0,25273.0,26533.0,54045.0,85900.0,65.0,1023.0,1305.0,23.0,28.0,www.luther.edu
345.0,Virginia Commonwealth University,Richmond,VA,Public,26355.0,30675.0,21655.0,9187.0,51204.0,88200.0,84.0,1070.0,1260.0,21.0,27.0,www.vcu.edu
346.0,St. Norbert College,De Pere,WI,Private,2162.0,2165.0,24930.0,20123.0,48110.0,88700.0,79.0,1110.0,1230.0,22.0,27.0,www.snc.edu
347.0,University of Wyoming,Laramie,WY,Public,10874.0,12397.0,13070.0,7422.0,31387.0,98800.0,97.0,1040.0,1290.0,22.0,27.0,www.uwyo.edu
348.0,Austin College,Sherman,TX,Private,1228.0,1288.0,21011.0,29820.0,53784.0,93100.0,52.0,1160.0,1360.0,23.0,29.0,www.austincollege.edu
349.0,"University of Nevada, Reno",Reno,NV,Public,20196.0,21657.0,14505.0,5672.0,38398.0,95000.0,88.0,1070.0,1260.0,21.0,26.0,www.unr.edu
350.0,Simmons College,Boston,MA,Private,1825.0,6283.0,28308.0,26660.0,58230.0,94300.0,60.0,1130.0,1310.0,24.0,29.0,www.simmons.edu
351.0,Allegheny College,Meadville,PA,Private,1802.0,1957.0,22927.0,33282.0,61120.0,93500.0,68.0,1140.0,1320.0,23.0,29.0,allegheny.edu
352.0,Bethel University,Saint Paul,MN,Private,3006.0,3797.0,27151.0,19821.0,50350.0,85700.0,83.0,1030.0,1360.0,21.0,27.0,www.bethel.edu
353.0,Adelphi University,Garden City,NY,Private,5768.0,7978.0,28322.0,20425.0,56358.0,96400.0,73.0,1060.0,1240.0,22.0,27.0,www.adelphi.edu
354.0,"SUNY, College at New Paltz",New Paltz,NY,Public,7565.0,7709.0,16192.0,8061.0,34080.0,85200.0,44.0,1100.0,1260.0,23.0,28.0,www.newpaltz.edu
355.0,Wentworth Institute of Technology,Boston,MA,Private,4457.0,4543.0,36690.0,13455.0,54071.0,112700.0,92.0,1080.0,1270.0,22.0,28.0,https://wit.edu
356.0,Drew University,Madison,NJ,Private,1678.0,2117.0,26218.0,35351.0,66486.0,95000.0,63.0,,,,,www.drew.edu
357.0,Gordon College,Wenham,MA,Private,1784.0,1963.0,28240.0,17558.0,49940.0,91300.0,89.0,1050.0,1290.0,22.0,29.0,www.gordon.edu
358.0,Oklahoma State University,Stillwater,OK,Public,23241.0,25295.0,14824.0,9874.0,38686.0,98600.0,74.0,1070.0,1260.0,22.0,28.0,okstate.edu
359.0,Millsaps College,Jackson,MS,Private,859.0,871.0,22292.0,29468.0,55322.0,88700.0,49.0,1110.0,1320.0,22.0,28.0,www.millsaps.edu
360.0,Georgia College &amp; State University,Milledgeville,GA,Public,6804.0,6952.0,19686.0,7252.0,46834.0,80300.0,79.0,1100.0,1260.0,23.0,27.0,www.gcsu.edu
361.0,Rowan University,Glassboro,NJ,Public,16047.0,18484.0,23692.0,9357.0,39526.0,91200.0,69.0,1050.0,1260.0,22.0,28.0,www.rowan.edu
362.0,"CUNY, Brooklyn College",Brooklyn,NY,Public,17679.0,17803.0,4211.0,9250.0,34942.0,97800.0,40.0,1050.0,1210.0,,,www.brooklyn.cuny.edu
363.0,John Brown University,Siloam Springs,AR,Private,2230.0,2613.0,22583.0,15476.0,38834.0,82700.0,76.0,1080.0,1310.0,24.0,29.0,www.jbu.edu
364.0,Florida International University,Miami,FL,Public,55835.0,56718.0,12503.0,6471.0,36086.0,90100.0,54.0,1080.0,1240.0,22.0,27.0,www.fiu.edu
365.0,Salisbury University,Salisbury,MD,Public,8714.0,8721.0,18792.0,5527.0,34102.0,89800.0,65.0,,,,,www.salisbury.edu
366.0,Kansas State University,Manhattan,KS,Public,21022.0,22795.0,17926.0,6435.0,39696.0,97200.0,94.0,,,,,www.k-state.edu
367.0,Concordia College—Moorhead,Moorhead,MN,Private,2059.0,2140.0,23393.0,23456.0,49488.0,85200.0,62.0,1055.0,1305.0,22.0,28.0,www.concordiacollege.edu
368.0,"University of Wisconsin, Eau Claire",Eau Claire,WI,Public,10904.0,10944.0,16188.0,3449.0,27990.0,93600.0,76.0,,,21.0,26.0,www.uwec.edu
369.0,North Dakota State University,Fargo,ND,Public,12915.0,14358.0,15265.0,4666.0,33478.0,98600.0,92.0,1060.0,1328.0,21.0,26.0,www.ndsu.edu
370.0,Sacred Heart University,Fairfield,CT,Private,5937.0,8543.0,39973.0,15472.0,58440.0,100500.0,60.0,,,,,https://www.sacredheart.edu
371.0,Hanover College,Hanover,IN,Private,1089.0,1103.0,21898.0,26000.0,50450.0,85100.0,84.0,1070.0,1260.0,22.0,27.0,www.hanover.edu
372.0,Florida Institute of Technology,Melbourne,FL,Private,3943.0,6402.0,31592.0,23760.0,59650.0,105400.0,63.0,1130.0,1320.0,24.0,29.0,www.fit.edu
373.0,Hampshire College,Amherst,MA,Private,1268.0,1382.0,29416.0,30632.0,67114.0,92300.0,63.0,,,,,www.hampshire.edu
374.0,Saint John Fisher College,Rochester,NY,Private,2976.0,3776.0,27022.0,17631.0,47770.0,86700.0,65.0,1060.0,1230.0,22.0,26.0,www.sjfc.edu
375.0,"University of Minnesota, Morris",Morris,MN,Public,1627.0,1912.0,11051.0,11572.0,25942.0,85300.0,64.0,1150.0,1390.0,22.0,28.0,www.morris.umn.edu
376.0,Roger Williams University,Bristol,RI,Private,5024.0,5472.0,35100.0,13685.0,52700.0,92700.0,82.0,,,,,rwu.edu
377.0,La Salle University,Philadelphia,PA,Private,3896.0,5197.0,25937.0,27431.0,45476.0,104800.0,79.0,,,,,www.lasalle.edu
378.0,Lebanon Valley College,Annville,PA,Private,1784.0,1910.0,27137.0,26230.0,57390.0,93100.0,73.0,1063.0,1250.0,22.0,26.0,www.lvc.edu
379.0,Assumption College,Worcester,MA,Private,2318.0,2481.0,28285.0,20777.0,54594.0,95700.0,79.0,,,,,https://www.assumption.edu
380.0,Merrimack College,North Andover,MA,Private,3786.0,4191.0,32442.0,20113.0,57865.0,102500.0,82.0,,,,,www.merrimack.edu/index.php
381.0,Grove City College,Grove City,PA,Private,2373.0,2383.0,,6843.0,28504.0,98400.0,80.0,1071.0,1249.0,23.0,32.0,www.gcc.edu
382.0,University of St. Thomas (TX),Houston,TX,Private,1979.0,3168.0,17309.0,23263.0,46506.0,92000.0,81.0,1070.0,1235.0,21.0,27.0,https://www.stthom.edu/home/index.aqf
383.0,Le Moyne College,Syracuse,NY,Private,3148.0,3431.0,23130.0,22291.0,49995.0,91700.0,64.0,1080.0,1240.0,22.0,27.0,www.lemoyne.edu
384.0,St. Edward's University,Austin,TX,Private,4300.0,4447.0,22968.0,28957.0,58700.0,89100.0,84.0,1080.0,1250.0,22.0,28.0,www.stedwards.edu/contactus
385.0,"University of Hawaii, Manoa",Honolulu,HI,Public,15299.0,17612.0,15307.0,7227.0,51550.0,91600.0,83.0,1050.0,1240.0,21.0,26.0,manoa.hawaii.edu
386.0,Augustana College,Rock Island,IL,Private,2591.0,2647.0,24745.0,27532.0,53422.0,88900.0,59.0,,,,,augustana.edu
387.0,Covenant College,Lookout Mountain,GA,Private,1017.0,1068.0,22202.0,21187.0,45920.0,79400.0,95.0,1130.0,1350.0,24.0,30.0,www.covenant.edu
388.0,Howard University,Washington,DC,Private,6156.0,9392.0,23424.0,20427.0,43201.0,101300.0,41.0,1090.0,1290.0,22.0,28.0,www.howard.edu
389.0,Union University (TN),Jackson,TN,Private,2853.0,3377.0,22839.0,24075.0,51790.0,83000.0,60.0,1070.0,1320.0,23.0,29.0,www.uu.edu
390.0,Iona College,New Rochelle,NY,Private,3649.0,3792.0,26717.0,23110.0,55864.0,106200.0,92.0,980.0,1180.0,20.0,25.0,www.iona.edu
391.0,Lipscomb University,Nashville,TN,Private,3705.0,4642.0,24279.0,18955.0,47734.0,84800.0,60.0,1060.0,1330.0,23.0,29.0,https://www.lipscomb.edu
392.0,Carroll College,Helena,MT,Private,1362.0,1415.0,26297.0,20475.0,48538.0,91400.0,78.0,1080.0,1270.0,22.0,28.0,www.carroll.edu
393.0,Berry College,Mount Berry,GA,Private,2110.0,2138.0,24165.0,21883.0,50632.0,84900.0,62.0,1120.0,1300.0,24.0,29.0,www.berry.edu
394.0,Elizabethtown College,Elizabethtown,PA,Private,1735.0,1766.0,28222.0,27431.0,58490.0,89700.0,74.0,1070.0,1280.0,22.0,27.0,www.etown.edu
395.0,College of St. Scholastica,Duluth,MN,Private,3143.0,4276.0,23935.0,23314.0,49104.0,86800.0,68.0,1020.0,1300.0,19.0,27.0,css.edu
396.0,Augustana University,Sioux Falls,SD,Private,1743.0,2080.0,18446.0,21816.0,45458.0,88400.0,68.0,1070.0,1290.0,23.0,29.0,www.augie.edu
397.0,Louisiana Tech University,Ruston,LA,Public,12708.0,12839.0,10774.0,10650.0,29277.0,100700.0,65.0,870.0,1100.0,22.0,27.0,www.latech.edu
398.0,George Fox University,Newberg,OR,Private,2821.0,4076.0,28366.0,17754.0,48902.0,89600.0,82.0,1050.0,1270.0,21.0,27.0,www.georgefox.edu
399.0,University of North Dakota,Grand Forks,ND,Public,13957.0,14406.0,15056.0,4640.0,33017.0,96000.0,83.0,1050.0,1270.0,21.0,26.0,und.edu
400.0,Pace University,New York,NY,Private,10063.0,12986.0,29588.0,28509.0,64982.0,107800.0,80.0,1040.0,1220.0,21.0,27.0,www.pace.edu
401.0,University of Mississippi,University,MS,Public,20940.0,23136.0,13929.0,9642.0,40086.0,89100.0,84.0,1070.0,1290.0,22.0,29.0,www.olemiss.edu
402.0,California Institute of the Arts,,CA,Private,991.0,1498.0,46101.0,15401.0,68993.0,91000.0,24.0,,,,,
403.0,Linfield College,McMinnville,OR,Private,1535.0,1692.0,27254.0,25864.0,56712.0,92000.0,81.0,1020.0,1210.0,20.0,26.0,www.linfield.edu
404.0,Berklee College of Music,,MA,Private,6762.0,6952.0,47270.0,19811.0,63574.0,84200.0,53.0,,,,,
405.0,University of Northern Iowa,Cedar Falls,IA,Public,11334.0,11861.0,16496.0,4677.0,31872.0,85300.0,81.0,1080.0,1360.0,21.0,26.0,www.uni.edu
406.0,New Mexico Institute of Mining and Technology,Socorro,NM,Public,1707.0,2009.0,13694.0,6883.0,35153.0,120400.0,22.0,1190.0,1390.0,23.0,29.0,www.nmt.edu
407.0,St. John's University (NY),Queens,NY,Private,17861.0,21340.0,25747.0,25628.0,59865.0,106600.0,68.0,1060.0,1250.0,22.0,29.0,www.stjohns.edu/contact.stj
408.0,University of Massachusetts Lowell,Lowell,MA,Public,16407.0,18315.0,19322.0,9817.0,46983.0,109300.0,69.0,1130.0,1310.0,24.0,29.0,www.uml.edu
409.0,South Dakota School of Mines and Technology,Rapid City,SD,Public,2778.0,2885.0,19759.0,4230.0,28770.0,118500.0,83.0,1150.0,1353.0,24.0,29.0,https://www.sdsmt.edu
410.0,Goucher College,Baltimore,MD,Private,1508.0,2236.0,25306.0,29040.0,59810.0,90600.0,79.0,,,,,www.goucher.edu
411.0,"CUNY, The City College of New York",New York,NY,Public,15842.0,16001.0,2540.0,9669.0,36674.0,99100.0,46.0,1040.0,1240.0,,,www.ccny.cuny.edu
412.0,Nebraska Wesleyan University,Lincoln,NE,Private,2064.0,3703.0,23652.0,18976.0,46544.0,80500.0,71.0,1040.0,1300.0,22.0,28.0,www.nebrwesleyan.edu
413.0,Brigham Young University-Idaho,Rexburg,ID,Private,51881.0,69458.0,7977.0,4070.0,12322.0,93500.0,95.0,990.0,1180.0,20.0,25.0,www.byui.edu
414.0,Valparaiso University,Valparaiso,IN,Private,3531.0,4026.0,21946.0,26441.0,52980.0,98000.0,84.0,1060.0,1270.0,23.0,29.0,www.valpo.edu
415.0,Lake Forest College,Lake Forest,IL,Private,1542.0,1640.0,24628.0,31022.0,58675.0,102600.0,53.0,,,,,www.lakeforest.edu
416.0,Azusa Pacific University,Azusa,CA,Private,6263.0,9926.0,27267.0,21186.0,52396.0,85700.0,60.0,990.0,1220.0,21.0,27.0,www.apu.edu
417.0,"California State University, Fresno",Fresno,CA,Public,23020.0,25325.0,5872.0,10267.0,32311.0,97300.0,59.0,910.0,1110.0,16.0,22.0,www.fresnostate.edu
418.0,West Chester University of Pennsylvania,West Chester,PA,Public,15851.0,17306.0,22193.0,5743.0,38253.0,92200.0,69.0,1040.0,1210.0,21.0,26.0,www.wcupa.edu
419.0,Goshen College,Goshen,IN,Private,921.0,950.0,19251.0,23958.0,46500.0,79200.0,64.0,980.0,1233.0,19.0,28.0,www.goshen.edu
420.0,Agnes Scott College,Decatur,GA,Private,921.0,981.0,20356.0,29066.0,54065.0,83600.0,66.0,,,,,www.agnesscott.edu
421.0,Maryville University of Saint Louis,St. Louis,MO,Private,3486.0,7689.0,23891.0,12346.0,46076.0,80100.0,92.0,983.0,1265.0,21.0,27.0,www.maryville.edu
422.0,Montclair State University,Montclair,NJ,Public,18785.0,21013.0,18500.0,9983.0,38435.0,95400.0,71.0,990.0,1150.0,,,www.montclair.edu
423.0,Oregon Institute of Technology,Klamath Falls,OR,Public,5486.0,7358.0,17041.0,5674.0,42093.0,106800.0,61.0,1040.0,1230.0,21.0,26.0,www.oit.edu
424.0,Albion College,Albion,MI,Private,1476.0,1568.0,17863.0,34181.0,56750.0,99300.0,71.0,1010.0,1200.0,20.0,26.0,www.albion.edu
425.0,University of North Florida,Jacksonville,FL,Public,16309.0,16531.0,13795.0,7267.0,35614.0,86600.0,59.0,1090.0,1280.0,21.0,26.0,www.unf.edu
426.0,San Francisco State University,San Francisco,CA,Public,29485.0,29758.0,13787.0,8470.0,38599.0,99500.0,70.0,950.0,1150.0,18.0,24.0,www.sfsu.edu
427.0,Montana State University,Bozeman,MT,Public,15848.0,16613.0,17754.0,5661.0,38121.0,96200.0,83.0,1090.0,1300.0,21.0,28.0,www.montana.edu
428.0,High Point University,High Point,NC,Private,4608.0,4951.0,38741.0,10331.0,51105.0,84300.0,81.0,1050.0,1240.0,21.0,27.0,www.highpoint.edu
429.0,Whittier College,Whittier,CA,Private,1660.0,1987.0,25322.0,28841.0,61409.0,95600.0,74.0,1010.0,1220.0,21.0,27.0,www.whittier.edu
430.0,Eckerd College,St. Petersburg,FL,Private,2037.0,2200.0,32718.0,23182.0,59200.0,88400.0,73.0,1060.0,1260.0,23.0,29.0,www.eckerd.edu
431.0,University of Louisville,Louisville,KY,Public,18009.0,21402.0,16721.0,9589.0,41472.0,87600.0,75.0,1070.0,1290.0,22.0,28.0,louisville.edu
432.0,Mississippi State University,Starkville,MS,Public,19554.0,21883.0,16192.0,10003.0,38410.0,94100.0,62.0,,,21.0,28.0,www.msstate.edu
433.0,University of Tampa,Tampa,FL,Private,8101.0,8895.0,29735.0,12304.0,43708.0,91500.0,53.0,1070.0,1230.0,22.0,27.0,www.ut.edu
434.0,"California State University, Stanislaus",Turlock,CA,Public,9299.0,10327.0,6295.0,8875.0,32434.0,94200.0,77.0,,,,,www.csustan.edu
435.0,University of Idaho,Moscow,ID,Public,11344.0,12072.0,14354.0,6993.0,37624.0,97700.0,73.0,1010.0,1230.0,20.0,26.0,www.uidaho.edu
436.0,Cornell College (IA),Mount Vernon,IA,Private,1006.0,1009.0,24355.0,26957.0,55954.0,90600.0,65.0,1100.0,1340.0,23.0,29.0,www.cornellcollege.edu/index.shtml
437.0,Washington &amp; Jefferson College,Washington,PA,Private,1412.0,1424.0,27925.0,29017.0,60134.0,92100.0,48.0,,,,,www.washjeff.edu
438.0,Ohio University,Athens,OH,Public,26467.0,29369.0,20853.0,6291.0,36706.0,93300.0,74.0,1080.0,1260.0,22.0,26.0,www.ohio.edu
439.0,Stetson University,DeLand,FL,Private,3213.0,4252.0,26883.0,30974.0,61374.0,86000.0,68.0,,,,,www.stetson.edu/home
440.0,Moravian College,Bethlehem,PA,Private,2195.0,2446.0,26838.0,25900.0,57868.0,95300.0,76.0,1010.0,1210.0,21.0,27.0,www.moravian.edu
441.0,Abilene Christian University,Abilene,TX,Private,3806.0,5145.0,26037.0,18599.0,48300.0,90900.0,58.0,1025.0,1220.0,21.0,26.0,www.acu.edu
442.0,"University of Minnesota, Duluth",Duluth,MN,Public,10490.0,11168.0,17131.0,7100.0,29542.0,95700.0,77.0,1050.0,1280.0,22.0,26.0,www.d.umn.edu
443.0,Stockton University,Galloway,NJ,Public,9105.0,9216.0,20364.0,12270.0,37234.0,85800.0,82.0,1010.0,1200.0,19.0,25.0,www.stockton.edu
444.0,University of Rhode Island,Kingston,RI,Public,16255.0,18089.0,19431.0,10834.0,45735.0,99700.0,70.0,1050.0,1230.0,22.0,27.0,www.uri.edu
445.0,Utah State University,Logan,UT,Public,27679.0,29784.0,13279.0,8145.0,33264.0,93900.0,89.0,1000.0,1220.0,21.0,27.0,www.usu.edu
446.0,Saint Mary's University of Minnesota,Winona,MN,Private,1883.0,5754.0,20210.0,21359.0,45300.0,93700.0,64.0,960.0,1210.0,20.0,25.0,www.smumn.edu
447.0,McDaniel College,Westminster,MD,Private,1646.0,2819.0,20333.0,30807.0,55830.0,94600.0,85.0,1060.0,1230.0,21.0,28.0,https://www.mcdaniel.edu
448.0,North Central College,Naperville,IL,Private,2883.0,2965.0,23265.0,23128.0,51228.0,92900.0,54.0,1063.0,1323.0,22.0,27.0,northcentralcollege.edu/home
449.0,Bellarmine University,Louisville,KY,Private,2903.0,3757.0,24433.0,28601.0,59306.0,90700.0,89.0,1050.0,1210.0,22.0,27.0,www.bellarmine.edu
450.0,"SUNY, College at Oneonta",Oneonta,NY,Public,6150.0,6358.0,17513.0,7634.0,33812.0,88000.0,60.0,1040.0,1190.0,21.0,25.0,www.oneonta.edu/home/default.asp
451.0,"SUNY, Farmingdale State College",Farmingdale,NY,Public,9574.0,12307.0,9443.0,7438.0,33818.0,93800.0,59.0,980.0,1140.0,19.0,23.0,www.farmingdale.edu
452.0,University of New England,Biddeford,ME,Private,8281.0,8798.0,33183.0,19228.0,54260.0,91500.0,81.0,1030.0,1210.0,21.0,26.0,www.une.edu
453.0,Susquehanna University,Selinsgrove,PA,Private,2351.0,2370.0,25492.0,30386.0,59780.0,94700.0,70.0,,,,,www.susqu.edu
454.0,West Virginia University,Morgantown,WV,Public,24183.0,28406.0,11825.0,8964.0,37712.0,99900.0,72.0,1020.0,1210.0,21.0,27.0,www.wvu.edu
455.0,University of La Verne,La Verne,CA,Private,6653.0,8159.0,25429.0,24969.0,59826.0,90500.0,48.0,1020.0,1193.0,19.0,25.0,laverne.edu
456.0,"University of Alabama, Birmingham",Birmingham,AL,Public,13308.0,20902.0,17535.0,9254.0,36800.0,87200.0,92.0,990.0,1370.0,21.0,28.0,www.uab.edu
457.0,Sonoma State University,Rohnert Park,CA,Public,9244.0,9481.0,17296.0,7277.0,37914.0,97100.0,82.0,980.0,1170.0,19.0,24.0,www.sonoma.edu
458.0,Canisius College,Buffalo,NY,Private,2861.0,3464.0,20913.0,26244.0,52172.0,90000.0,78.0,1040.0,1260.0,22.0,28.0,www.canisius.edu
459.0,Houghton College,Houghton,NY,Private,1043.0,1231.0,19325.0,22690.0,44408.0,77900.0,91.0,1060.0,1320.0,22.0,29.0,www.houghton.edu
460.0,Hamline University,Saint Paul,MN,Private,2346.0,3734.0,21103.0,26309.0,52178.0,90400.0,69.0,1015.0,1260.0,20.0,26.0,www.hamline.edu
461.0,Ouachita Baptist University,Arkadelphia,AR,Private,1545.0,1648.0,18509.0,17776.0,37600.0,80200.0,71.0,1020.0,1260.0,21.0,28.0,www.obu.edu
462.0,Ohio Wesleyan University,Delaware,OH,Private,1560.0,1712.0,25194.0,31028.0,60350.0,99200.0,71.0,,,,,www.owu.edu
463.0,Birmingham-Southern College,Birmingham,AL,Private,1283.0,1325.0,22853.0,26594.0,52414.0,88300.0,62.0,1030.0,1260.0,23.0,29.0,www.bsc.edu
464.0,Berea College,Berea,KY,Private,1670.0,1710.0,1298.0,33422.0,35394.0,71600.0,35.0,970.0,1200.0,22.0,27.0,www.berea.edu
465.0,Roanoke College,Salem,VA,Private,2035.0,2087.0,27435.0,26726.0,59327.0,85100.0,67.0,1040.0,1230.0,22.0,27.0,roanoke.edu
466.0,"University of Colorado, Denver",Denver,CO,Public,19806.0,24839.0,14941.0,6251.0,44114.0,95600.0,65.0,1060.0,1280.0,21.0,27.0,www.cu.edu
467.0,Saint Vincent College,Latrobe,PA,Private,1720.0,1865.0,20909.0,25507.0,48879.0,88300.0,62.0,1020.0,1210.0,20.0,26.0,www.stvincent.edu
468.0,Spelman College,Atlanta,GA,Private,2137.0,2166.0,36740.0,13647.0,51642.0,85400.0,40.0,1070.0,1215.0,22.0,26.0,www.spelman.edu
469.0,"California State University, Sacramento",Sacramento,CA,Public,30445.0,31255.0,9733.0,8984.0,37622.0,101100.0,68.0,940.0,1140.0,17.0,23.0,www.csus.edu
470.0,Wittenberg University,Springfield,OH,Private,1884.0,2053.0,24263.0,26135.0,52056.0,105400.0,72.0,,,,,www.wittenberg.edu
471.0,South Dakota State University,Brookings,SD,Public,12516.0,13103.0,23362.0,4201.0,26052.0,91900.0,91.0,980.0,1260.0,20.0,26.0,www.sdstate.edu
472.0,Coe College,Cedar Rapids,IA,Private,1394.0,1476.0,20767.0,31543.0,55240.0,86900.0,56.0,1073.0,1326.0,22.0,28.0,www.coe.edu
473.0,East Carolina University,Greenville,NC,Public,25207.0,29131.0,15415.0,8225.0,38277.0,85400.0,79.0,1030.0,1180.0,20.0,24.0,www.ecu.edu
474.0,"California State University, Northridge",Northridge,CA,Public,37184.0,41319.0,5703.0,9782.0,34007.0,97300.0,58.0,910.0,1120.0,17.0,22.0,www.csun.edu
475.0,University of Alabama in Huntsville,Huntsville,AL,Public,7519.0,9101.0,19986.0,9587.0,36881.0,103900.0,81.0,1080.0,1330.0,25.0,31.0,www.uah.edu
476.0,Mercer University,Macon,GA,Private,5057.0,8653.0,21044.0,28528.0,51293.0,85100.0,73.0,1170.0,1340.0,25.0,30.0,www.mercer.edu
477.0,Oklahoma City University,Oklahoma City,OK,Private,1983.0,2845.0,26838.0,18588.0,45408.0,87900.0,72.0,1110.0,1280.0,23.0,28.0,www.okcu.edu
478.0,Rider University,Lawrenceville,NJ,Private,4371.0,5073.0,29086.0,25766.0,59700.0,99000.0,67.0,990.0,1190.0,19.0,26.0,www.rider.edu
479.0,Loyola University New Orleans,New Orleans,LA,Private,2766.0,3759.0,22766.0,27972.0,55402.0,88600.0,69.0,1080.0,1270.0,22.0,28.0,www.loyno.edu
480.0,Nova Southeastern University,Fort-Lauderdale-Davie,FL,Private,4840.0,20793.0,26606.0,19075.0,49149.0,89800.0,58.0,1080.0,1280.0,23.0,28.0,www.nova.edu
481.0,Grand Valley State University,Allendale,MI,Public,24282.0,25049.0,16975.0,6374.0,29314.0,82100.0,81.0,1050.0,1230.0,21.0,26.0,www.gvsu.edu
482.0,Florida Atlantic University,Boca Raton,FL,Public,30208.0,31454.0,10466.0,8635.0,35804.0,91200.0,60.0,1060.0,1220.0,21.0,26.0,www.fau.edu
483.0,Northwestern College (IA),Orange City,IA,Private,1131.0,1243.0,23064.0,19343.0,43650.0,82400.0,68.0,995.0,1235.0,21.0,27.0,www.nwciowa.edu
484.0,Pacific University (OR),Forest Grove,OR,Private,1995.0,3893.0,29902.0,26103.0,57488.0,94000.0,84.0,1070.0,1260.0,22.0,27.0,www.pacificu.edu
485.0,"University of North Carolina, Charlotte",Charlotte,NC,Public,26758.0,29317.0,16286.0,7385.0,37081.0,92600.0,66.0,1110.0,1270.0,22.0,26.0,www.uncc.edu
486.0,Tennessee Technological University,Cookeville,TN,Public,10215.0,10504.0,14813.0,9050.0,42377.0,95100.0,64.0,1010.0,1250.0,21.0,28.0,www.tntech.edu
487.0,Ball State University,Muncie,IN,Public,19231.0,22513.0,15187.0,10658.0,40448.0,83700.0,62.0,1080.0,1240.0,20.0,24.0,cms.bsu.edu
488.0,Elmhurst College,Elmhurst,IL,Private,3122.0,3481.0,22443.0,21852.0,50000.0,88500.0,71.0,985.0,1210.0,20.0,26.0,https://www.elmhurst.edu
489.0,Touro College,New York,NY,Private,8622.0,11908.0,23539.0,6815.0,35111.0,103100.0,74.0,,,,,www.touro.edu
490.0,"CUNY, John Jay College of Criminal Justice",New York,NY,Public,14834.0,15583.0,3843.0,9007.0,41261.0,84800.0,39.0,980.0,1130.0,,,www.jjay.cuny.edu
491.0,"CUNY, Lehman College",New York,NY,Public,14130.0,15231.0,1886.0,10685.0,34532.0,83500.0,35.0,970.0,1100.0,,,www.lehman.cuny.edu
492.0,"California State University, East Bay",Hayward,CA,Public,14691.0,16538.0,11566.0,9402.0,36990.0,103500.0,74.0,,,,,www.csueastbay.edu
493.0,University of South Dakota,Vermillion,SD,Public,9416.0,10261.0,17344.0,5145.0,25521.0,87900.0,87.0,1010.0,1230.0,20.0,25.0,www.usd.edu
494.0,"University of North Carolina, Asheville",Asheville,NC,Public,3852.0,4429.0,12763.0,8060.0,36638.0,76100.0,80.0,1080.0,1260.0,22.0,28.0,www.unca.edu
495.0,Ashland University,Ashland,OH,Private,6471.0,6781.0,20221.0,12432.0,33954.0,80000.0,74.0,965.0,1180.0,20.0,25.0,www.ashland.edu
496.0,Simpson College (IA),Indianola,IA,Private,1479.0,1695.0,22005.0,25683.0,50180.0,88600.0,84.0,1070.0,1220.0,21.0,27.0,simpson.edu
497.0,"University of Missouri, Saint Louis",St. Louis,MO,Public,16715.0,17095.0,9930.0,12471.0,40607.0,87500.0,76.0,1065.0,1225.0,22.0,27.0,www.umsl.edu
